sample	Transcript_ID_clean	gene_id	gene_name	TPM	expression_rank_percentile	expression_rank_desc	Amyloid_Index_max	Consensus_collapsed	n_protein_variants	Group	raw_Group	subject	time	batch
SRR32060276	ENST00000367023	ENSG00000009790.15	TRAF3IP3	26.789499282836914	0.9702536596267739	2663.0	-0.22924394535761822	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000367446	ENSG00000116747.13	RO60	14.597900390625	0.9497262263940105	4500.0	0.5920425194907315	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368696	ENSG00000160678.12	S100A1	13.188899993896484	0.9455805117890267	4871.0	-0.36256626333948583	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368732	ENSG00000143546.10	S100A8	24.806100845336914	0.9680969940775506	2856.0	0.8370893895513756	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368733	ENSG00000143546.10	S100A8	6799.240234375	0.9998994301039222	10.0	0.8370893895513756	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368737	ENSG00000163221.9	S100A12	283.75299072265625	0.9970611241479495	264.0	0.6391964347534347	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368738	ENSG00000163220.11	S100A9	7065.47998046875	0.9999106045368198	9.0	-0.34815292778808093	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368780	ENSG00000159455.9	LCE2B	1.0415699481964111	0.8154765895630797	16514.0	0.844287022501965	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368921	ENSG00000213190.4	MLLT11	6.791669845581055	0.9128226617499162	7802.5	-0.7573686359215487	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000368935	ENSG00000143363.17	PRUNE1	1.7690099477767944	0.8387752821544306	14429.0	-0.05259277569273389	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000369115	ENSG00000143401.15	ANP32E	31.51289939880371	0.9742652810369874	2304.0	-4.597651394642916	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000370022	ENSG00000134186.12	PRPF38B	1.8627899885177612	0.8415353670801207	14182.0	0.2595024859568969	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000370645	ENSG00000174021.12	GNG5	118.44999694824219	0.9926919208850151	655.0	-0.609747512231765	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000370826	ENSG00000137955.16	RABGGTB	6.12244987487793	0.9070622415912393	8318.0	0.11747069712580054	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000372244	ENSG00000126106.14	TMEM53	1.1712499856948853	0.8200022348865795	16109.0	0.3729625071630845	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000372696	ENSG00000117010.17	ZNF684	10.116399765014648	0.9331657168398704	5982.0	-0.38995734283954137	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000373501	ENSG00000176261.16	ZBTB8OS	2.2175800800323486	0.8501285059783216	13413.0	-0.3543994951255606	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000374213	ENSG00000169442.9	CD52	252.74000549316406	0.9965806235333556	307.0	1.1999380977653764	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000374468	ENSG00000189266.13	PNRC2	8.3539400100708	0.923868588669125	6814.0	-1.518795248925298	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000374524	ENSG00000057757.10	PITHD1	46.42150115966797	0.9818527209744106	1625.0	-0.17050190990295908	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000375453	ENSG00000159339.13	PADI4	3.3403499126434326	0.8725108950720751	11410.0	0.5011970176298478	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000378513	ENSG00000157916.20	RER1	10.671500205993652	0.9358811040339703	5739.0	-0.23973604349939862	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000379666	ENSG00000243147.8	MRPL33	98.04129791259766	0.9910939769806683	798.0	-0.47604781366102744	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000388718	ENSG00000143520.6	FLG2	2.00504994392395	0.8453570231310761	13840.0	-0.8215499777229816	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000391836	ENSG00000185420.19	SMYD3	2.4181299209594727	0.8550117331545424	12976.0	-0.2648777248594036	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000391854	ENSG00000168243.11	GNG4	5.297540187835693	0.8986590680522963	9070.0	0.2792483753748079	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000396290	ENSG00000115738.10	ID2	261.4100036621094	0.9967482400268186	292.0	0.20628638828001958	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000402414	ENSG00000183891.6	TTC32	3.8024699687957764	0.8799307185160353	10746.0	-0.945411979957868	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000407131	ENSG00000143919.16	CAMKMT	1.9482899904251099	0.8439155212872946	13969.0	-0.07139486972369699	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000408941	ENSG00000116171.19	SCP2	24.64739990234375	0.9678399821209074	2879.0	-0.09147465521462364	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000409566	ENSG00000152147.11	GEMIN6	1.868630051612854	0.8417588557380713	14162.0	0.8727664353611571	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000409800	ENSG00000180398.13	MCFD2	6.846859931945801	0.9133087495809588	7759.0	-1.225214289593048	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000412438	ENSG00000180398.13	MCFD2	2.737799882888794	0.8615096658844563	12394.5	-0.7812525794885463	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000416160	ENSG00000198399.16	ITSN2	5.3539299964904785	0.8992513129958655	9017.0	0.26167227343608446	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000416415	ENSG00000143499.14	SMYD2	14.821100234985352	0.9503631690691697	4443.0	0.08932647924365926	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000416915	ENSG00000116750.14	UCHL5	10.779999732971191	0.9363951279472567	5693.0	0.48157572183022346	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000417056	ENSG00000135842.17	NIBAN1	7.544939994812012	0.9185942563414907	7286.0	0.6986587910876527	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000420191	ENSG00000163793.13	DNAJC5G	3.1144700050354004	0.868611017990837	11759.0	0.49218062802496343	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000423313	ENSG00000235750.10	KIAA0040	2.0480899810791016	0.8461895183819421	13765.5	0.04370964374088175	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000423362	ENSG00000171161.13	ZNF672	2.5254299640655518	0.857257794166946	12775.0	-0.2880625572544238	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000424110	ENSG00000055917.17	PUM2	3.6830101013183594	0.8781372220359817	10906.5	-1.4350556429881798	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000431028	ENSG00000115207.15	GTF3C2	4.046999931335449	0.8835624092077327	10421.0	-0.0820169978288579	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000433615	ENSG00000143569.20	UBAP2L	6.032110214233398	0.9062465079897195	8391.0	0.009890308566838257	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000436748	ENSG00000143401.15	ANP32E	4.022970199584961	0.8832606995194994	10448.0	-2.8460827601136205	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000441005	ENSG00000171055.15	FEZ2	9.513899803161621	0.9302044921220248	6247.0	-0.06925042765814507	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000443059	ENSG00000116260.17	QSOX1	22.88089942932129	0.9657615376019667	3065.0	-0.7010881020536115	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000444533	ENSG00000157216.17	SSBP3	1.1800600290298462	0.8203654039557492	16076.5	-1.5370666230825916	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000444761	ENSG00000180398.13	MCFD2	8.959500312805176	0.9272879651357694	6508.0	-0.697632840856443	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000445019	ENSG00000198746.13	GPATCH3	5.733670234680176	0.9033746787350542	8648.0	-1.3950785027983752	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000445590	ENSG00000197520.11	FAM177B	1.297029972076416	0.8242596938205387	15728.0	-0.5287333980104958	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000445969	ENSG00000117226.13	GBP3	28.851299285888672	0.9723097552799196	2479.0	-0.7668125414272173	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000446647	ENSG00000009780.16	FAM76A	25.63800048828125	0.9688568555145827	2788.0	0.2537626704809567	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000452560	ENSG00000118197.14	DDX59	3.894890069961548	0.881293999329534	10624.0	0.79614853616689	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000453615	ENSG00000159352.16	PSMD4	55.21030044555664	0.9843110962118673	1405.0	-1.2260132515515516	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000460369	ENSG00000117394.24	SLC2A1	12.456199645996094	0.9429209967594144	5109.0	-0.08351487014085655	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000460397	ENSG00000180999.11	C1orf105	3.2395598888397217	0.8707118113755727	11571.0	-1.2083775197242541	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000461096	ENSG00000197780.11	TAF13	11.84119987487793	0.9409431221365516	5286.0	-0.06786678305529195	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000461384	ENSG00000117226.13	GBP3	4.501319885253906	0.8894848586434239	9891.0	0.028064960096301682	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000462250	ENSG00000125459.18	MSTO1	46.65739822387695	0.9819756397362834	1614.0	-0.13362248483445055	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000462462	ENSG00000175279.22	CENPS	8.85198974609375	0.9266510224606102	6565.0	-1.221931605592878	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000467404	ENSG00000171735.21	CAMTA1	14.727800369262695	0.9500502849480389	4471.0	-0.9683397405894933	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000468465	ENSG00000158874.12	APOA2	59.69200134277344	0.9855179349648006	1297.0	0.0362610058567423	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000470357	ENSG00000049245.13	VAMP3	11.838399887084961	0.9409319477036541	5287.0	1.0413376560611243	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000470626	ENSG00000134744.14	TUT4	6.366610050201416	0.9093865236339256	8110.0	-0.9207830376214428	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000470914	ENSG00000134330.19	IAH1	53.49980163574219	0.9838864677617611	1443.0	-0.0832512768204035	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000471668	ENSG00000186487.21	MYT1L	5.083580017089844	0.8964465303385853	9268.0	-0.8190713677174012	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000472531	ENSG00000196418.13	ZNF124	1.935539960861206	0.8436361604648565	13994.0	-0.9906163504477636	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000472944	ENSG00000134717.18	BTF3L4	4.319809913635254	0.8870823555704548	10106.0	-0.9482986920311977	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000473505	ENSG00000117298.16	ECE1	3.1389598846435547	0.8690524080902894	11719.5	-0.15524843040273334	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000475435	ENSG00000132879.14	FBXO44	15.5733003616333	0.9523633925578276	4264.0	-0.4903672612752927	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000477163	ENSG00000132716.19	DCAF8	120.40599822998047	0.9928483629455805	641.0	-0.5149751102192861	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000477431	ENSG00000009790.15	TRAF3IP3	12.311100006103516	0.9423957984132305	5156.0	-1.0089927036725403	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000478442	ENSG00000152061.24	RABGAP1L	2.1049599647521973	0.8474242932171192	13655.0	0.041675687482513026	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000479111	ENSG00000162623.16	TYW3	6.720379829406738	0.9123253994859761	7847.0	0.06890419360202835	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000479764	ENSG00000143450.19	OAZ3	2.204119920730591	0.8497932729913957	13443.0	-0.12575856513374012	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000483260	ENSG00000134248.14	LAMTOR5	16.61709976196289	0.9548441166610795	4042.0	0.7778705656856924	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000483273	ENSG00000233954.7	UQCRHL	10.800299644470215	0.9365292211420271	5681.0	-1.9160202483854043	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000485079	ENSG00000258465.8	ENSG00000258465	1.3123699426651	0.8247290200022349	15686.0	-0.9025280386848152	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000485114	ENSG00000152061.24	RABGAP1L	4.007450103759766	0.8829925131299586	10472.0	-1.2911909541400381	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000485118	ENSG00000185499.17	MUC1	2.7366299629211426	0.8614649681528662	12398.5	0.07380208549297607	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000486046	ENSG00000142733.18	MAP3K6	3.477570056915283	0.8747066711364399	11213.5	-0.1999167704708417	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000487271	ENSG00000009790.15	TRAF3IP3	19.481599807739258	0.9609788803218237	3493.0	-0.7965574979149455	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000488540	ENSG00000162441.12	LZIC	5.822740077972412	0.9043356799642418	8562.0	0.00031678103322404507	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000489742	ENSG00000143933.20	CALM2	2.3260600566864014	0.8528997653369091	13165.0	-1.598111532993872	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000491219	ENSG00000117020.19	AKT3	1.0570800304412842	0.8161135322382389	16457.0	-0.05927404715536875	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000491356	ENSG00000196418.13	ZNF124	18.104700088500977	0.9583864118895966	3725.0	-1.0006304957031245	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000492007	ENSG00000176261.16	ZBTB8OS	3.251009941101074	0.871013521063806	11544.0	-0.53059137176313	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000503968	ENSG00000163349.22	HIPK1	4.593009948730469	0.8907028718292547	9782.0	0.08546445051545179	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000509720	ENSG00000160087.21	UBE2J2	6.836420059204102	0.9131858308190859	7770.0	-0.1795504564503834	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000514642	ENSG00000186409.19	CCDC30	4.734280109405518	0.8923343390322941	9636.0	-0.05697914382004954	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000520296	ENSG00000235098.9	ANKRD65	1.0475599765777588	0.8156777293552352	16496.0	-1.1899805824898675	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000526188	ENSG00000143294.15	PRCC	1.480239987373352	0.8302380154207174	15193.0	-1.2134657437606138	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000527693	ENSG00000203705.11	TATDN3	15.20359992980957	0.9513912168957426	4351.0	-0.22704664774749964	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000529027	ENSG00000116497.18	S100PBP	15.743599891662598	0.9526706894625098	4236.5	-1.9342061374275474	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000529145	ENSG00000152061.24	RABGAP1L	4.479939937591553	0.8891049279249078	9925.0	0.35996977977341393	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000529489	ENSG00000116977.19	LGALS8	48.843101501464844	0.98257905911275	1560.0	0.708383075599755	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000530076	ENSG00000131238.18	PPT1	7.049709796905518	0.9151413565761538	7595.0	-0.11598292833422337	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000534437	ENSG00000143401.15	ANP32E	10.947699546813965	0.937076768354006	5632.0	-4.013464496811517	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000537914	ENSG00000196187.12	TMEM63A	4.992489814758301	0.89538495921332	9363.0	-0.4515435620972834	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000543766	ENSG00000048707.15	VPS13D	3.982450008392334	0.8826461057101352	10503.0	0.20815205674889645	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000555188	ENSG00000169291.10	SHE	2.7929799556732178	0.8626103475248631	12296.0	-0.3695000510581773	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000572793	ENSG00000266028.8	SRGAP2	127.33000183105469	0.9932618169627891	604.0	0.22668274341917324	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000579793	ENSG00000264343.7	NOTCH2NLA	6.046060085296631	0.9063694267515924	8380.0	-0.351230840091597	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000583931	ENSG00000143401.15	ANP32E	5.3425397872924805	0.899117219801095	9029.0	-2.4122663149082166	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000584793	ENSG00000266338.7	NBPF15	1.2934399843215942	0.8241479494915633	15738.0	-0.9036883691289747	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000594456	ENSG00000143442.24	POGZ	7.649209976196289	0.9191306291205721	7238.0	-0.18234839834756933	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000602858	ENSG00000134248.14	LAMTOR5	27.90850067138672	0.9715163705441949	2550.0	0.4858243712326152	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000607379	ENSG00000196550.11	FAM72A	2.26596999168396	0.8513185830819086	13306.5	0.5492217002185557	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000612542	ENSG00000120948.19	TARDBP	3.2032101154327393	0.8701083919991061	11625.0	0.10095019267141762	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000619513	ENSG00000235750.10	KIAA0040	46.66279983520508	0.9819868141691809	1613.0	-0.3075718687092151	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000621074	ENSG00000269713.9	NBPF9	28.643800735473633	0.972086266621969	2499.0	-0.6991533131401159	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000629042	ENSG00000143401.15	ANP32E	4.5296502113342285	0.88990948709353	9853.0	-4.597651394642916	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000648702	ENSG00000173436.15	MICOS10	24.127099990844727	0.967348307073416	2923.0	-0.2622238868390889	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000649163	ENSG00000143479.18	DYRK3	2.623080015182495	0.8591686221924237	12604.0	-0.2536555950836166	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000651761	ENSG00000143742.14	SRP9	5.306270122528076	0.8987484635154765	9062.0	-0.32757962955877895	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000652302	ENSG00000134250.21	NOTCH2	2.829669952392578	0.8633143367974075	12233.0	0.15920399472340724	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000667629	ENSG00000135766.9	EGLN1	39.588600158691406	0.9790032405855403	1880.0	-0.14458257774902455	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000670292	ENSG00000186409.19	CCDC30	1.3470499515533447	0.8260252542183484	15570.0	0.10099271940790115	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000674278	ENSG00000077549.19	CAPZB	1.3828099966049194	0.8271985696725891	15465.0	-1.0730444153331926	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000677312	ENSG00000171960.12	PPIH	11.493200302124023	0.9396133646217455	5405.0	0.11863475984083904	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000686161	ENSG00000174021.12	GNG5	2.239000082015991	0.8506537043245055	13366.0	-0.609747512231765	Amyloid	2.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000692048	ENSG00000197780.11	TAF13	10.0177001953125	0.9326852162252766	6025.0	-0.7864840395660789	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000697181	ENSG00000143669.16	LYST	5.706210136413574	0.9030170968823332	8680.0	-0.20860073724334835	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000697182	ENSG00000143669.16	LYST	1.482800006866455	0.8303274108838976	15185.0	0.28509064668159756	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060276	ENST00000697183	ENSG00000143669.16	LYST	24.09429931640625	0.9673147837747235	2926.0	-0.017235856282280294	Amyloid	1.0	TOL	chili	N132	BC	4
SRR32060306	ENST00000008440	ENSG00000010072.16	SPRTN	1.5193300247192383	0.8594368085819645	12580.0	0.4082740993089377	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000037869	ENSG00000035141.10	FAM136A	1.3229299783706665	0.8530562073974746	13151.0	-0.002356076943682317	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000202017	ENSG00000088356.6	PDRG1	7.218830108642578	0.9423511006816404	5160.0	0.12457679267880979	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000215570	ENSG00000099800.8	TIMM13	29.167699813842773	0.9836071069393229	1468.0	-0.2942694866419989	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000215886	ENSG00000100079.7	LGALS2	15.376299858093262	0.970465973851827	2644.0	-0.15266893105077992	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000221859	ENSG00000105258.9	POLR2I	23.560800552368164	0.9798860207844452	1801.0	-0.6733338869824627	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000222190	ENSG00000105583.11	WDR83OS	11.976699829101562	0.9626662196893507	3342.0	0.09102248198624144	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000225655	ENSG00000108518.8	PFN1	41.74580001831055	0.9881997988602078	1057.0	0.29164535574282097	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000227667	ENSG00000110245.12	APOC3	25.33930015563965	0.9813498714940216	1670.0	0.44658001626056815	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000229307	ENSG00000111704.11	NANOG	2.8480899333953857	0.8934294334562521	9538.0	-0.23835316539786922	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000236850	ENSG00000118137.10	APOA1	5.966700077056885	0.9336238685886691	5941.0	0.17009782433175036	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000237014	ENSG00000118271.12	TTR	114.79900360107422	0.9956754944686557	388.0	0.43764809500713503	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000237889	ENSG00000119013.10	NDUFB3	27.86639976501465	0.982936640965471	1528.0	-0.3624392336401382	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000238618	ENSG00000119640.9	ACYP1	1.6865299940109253	0.8645323499832384	12124.0	-0.12971217808784105	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000238892	ENSG00000119878.7	CRIPT	9.85612964630127	0.9557380712928819	3962.0	-1.2676476113115833	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000240652	ENSG00000121351.8	IAPP	1.462030053138733	0.8574701083919991	12756.0	0.32649776247411255	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000242465	ENSG00000122862.6	SRGN	213.5050048828125	0.9975081014638507	224.0	0.028115370335140423	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000242719	ENSG00000123091.5	RNF11	39.95090103149414	0.9877528215443067	1097.0	-0.5866310607129559	Amyloid	2.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000243924	ENSG00000124102.5	PI3	9.583749771118164	0.9545871047044362	4065.0	0.5472073577954545	Amyloid	1.0	TOL	chili	N101	BC	4
SRR32060306	ENST00000243997	ENSG00000124172.10	ATP5F1E	206.3350067138672	0.9973740082690803	236.0	-0.9807255355627127	Amyloid	1.0	TOL	chili	N101	BC	4
