Transcript_ID_clean	gene_name	gene_id	mean_TPM_AC	mean_TPM_TOL	mean_strict_burden_AC	mean_strict_burden_TOL	n_samples_AC	n_samples_TOL	Amyloid_Index_max	delta_mean_strict_burden_TOL_minus_AC	delta_mean_TPM_TOL_minus_AC
ENST00000515224	SPDL1	ENSG00000040275.17	30.983299255371094	7.745740056037903	-25.41120961118874	-6.35273288798122	1	2	-0.8201582859767136	19.058476723207523	-23.23755919933319
ENST00000583990	BPTF	ENSG00000171634.19	55.57744836807251	109.94100189208984	19.435015934225476	38.44554196599189	4	1	0.3496924832805077	19.010526031766418	54.363553524017334
ENST00000553081	PPP1R12A	ENSG00000058272.19	131.2250280380249	111.65359878540039	-124.41718507833482	-105.83355543392454	4	2	-0.9478741087185014	18.58362964441028	-19.57142925262451
ENST00000587295	ITGA2B	ENSG00000005961.19	35.79769357045492	7.909639835357666	-23.119840013253082	-5.108418708484933	3	1	-0.645847195930374	18.01142130476815	-27.88805373509725
ENST00000409838	SNX10	ENSG00000086300.17	203.69660186767578	179.47052574157715	-161.6283210118133	-143.9710786550787	4	4	-0.6147678052862146	17.6572423567346	-24.226076126098633
ENST00000474141	LAMTOR4	ENSG00000188186.11	223.70480473836264	282.16200256347656	66.87305169962217	84.34791647486007	3	4	0.29893435582590444	17.474864775237904	58.45719782511392
ENST00000651359	TRAF3IP2	ENSG00000056972.21	42.64250183105469	18.605135023593903	-30.950065576799634	-13.50366710018151	1	4	-0.7258032302940547	17.446398476618125	-24.037366807460785
ENST00000524173	ASPH	ENSG00000198363.18	24.25127951304118	10.456954956054688	-29.964123070806824	-12.920286745308026	3	2	-1.2355687482259874	17.0438363254988	-13.794324556986492
ENST00000514272	C15orf40	ENSG00000169609.14	57.224350929260254	88.42486572265625	31.828714612944236	48.685756908140185	4	3	0.6137007139227026	16.85704229519595	31.200514793395996
ENST00000590437	ZBTB7C	ENSG00000184828.10	33.97000058492025	71.45429944992065	15.15183165641759	31.871165668247265	3	4	0.4460356607454313	16.719334011829673	37.484298865000405
ENST00000257245	TIMM10	ENSG00000134809.9	67.42077660560608	20.21934715906779	-23.695576961607586	-7.106253010460194	4	3	-0.3514580839111438	16.589323951147392	-47.201429446538285
ENST00000522662	CA1	ENSG00000133742.14	22.76861063639323	2.132580041885376	-17.993691458047145	-1.6853460185198799	3	1	-0.7902850000555643	16.308345439527265	-20.636030594507854
ENST00000523061	CHCHD7	ENSG00000170791.18	38.624298095703125	17.74139976501465	-30.09940374294559	-13.82563776742348	1	1	-0.7792867502307851	16.27376597552211	-20.882898330688477
ENST00000703970	HNRNPD	ENSG00000138668.20	48.5680513381958	26.031400680541992	-34.79939373018691	-18.651704910343383	2	2	-0.7165079259175323	16.147688819843523	-22.53665065765381
ENST00000647166	FBXW7	ENSG00000109670.17	32.06066906452179	17.05594003200531	-33.860963157887895	-18.013677627394557	2	4	-1.0561527299927218	15.847285530493338	-15.00472903251648
ENST00000456491	GIGYF2	ENSG00000204120.16	45.56499004364014	21.653499603271484	-29.756650472273115	-14.141024031365701	2	4	-0.6530595188054141	15.615626440907414	-23.911490440368652
ENST00000528313	MS4A1	ENSG00000156738.18	20.356650352478027	1.4831500053405762	-16.217929566713767	-0.890620082132391	2	1	-0.6004922488793557	15.327309484581376	-18.87350034713745
ENST00000392217	FXYD5	ENSG00000089327.16	36.20254993438721	55.32186508178711	28.20026075003507	43.43780728837417	4	3	0.7851833488288273	15.237546538339096	19.119315147399902
ENST00000489742	CALM2	ENSG00000143933.20	11.967674612998962	2.454300045967102	-19.125678822151613	-3.922245208887416	2	2	-1.598111532993872	15.203433613264197	-9.51337456703186
ENST00000555295	PABPN1	ENSG00000100836.11	197.81800079345703	189.33110237121582	-347.9456493104507	-333.0178906114747	4	4	-1.7589180353396796	14.927758698975993	-8.486898422241211
ENST00000428970	TBL1XR1	ENSG00000177565.19	23.97279930114746	8.913946787516275	-23.56618428216541	-8.762752736430325	1	3	-0.9830384839970445	14.803431545735084	-15.058852513631185
ENST00000534437	ANP32E	ENSG00000143401.15	14.494999885559082	10.947699546813965	-58.17516742197838	-43.93820345289738	1	1	-4.013464496811517	14.236963969080996	-3.547300338745117
ENST00000378979	SHLD1	ENSG00000171984.15	9.829710006713867	1.8219249844551086	-17.26754045769139	-3.2005179561217463	1	2	-1.7566683499205318	14.067022501569642	-8.007785022258759
ENST00000529489	LGALS8	ENSG00000116977.19	2.5773849487304688	24.653978049755096	1.8257758769862062	15.838489818232382	2	4	0.708383075599755	14.012713941246176	22.076593101024628
ENST00000549643	RIC8B	ENSG00000111785.21	8.698710044225058	1.435920000076294	-15.404794470123724	-1.784471501941773	3	1	-1.242737410055546	13.62032296818195	-7.262790044148764
ENST00000582665	NDEL1	ENSG00000166579.16	18.072399139404297	3.9842801094055176	-17.452764706709658	-3.8476741653775792	1	1	-0.9657137700470761	13.605090541332078	-14.08811902999878
ENST00000264474	CSTA	ENSG00000121552.4	154.00770044326782	109.17685174942017	-45.78126148907238	-32.454571973400206	4	4	-0.29726605460184075	13.326689515672172	-44.830848693847656
ENST00000533989	MS4A6A	ENSG00000110077.16	31.155899047851562	41.8689333597819	36.44721555984554	49.2732420953512	4	3	1.2189940264488244	12.826026535505662	10.713034311930336
ENST00000571983	FLYWCH1	ENSG00000059122.17	50.27450180053711	20.494800567626953	-21.51399998585566	-8.770353227395487	1	1	-0.4279306450656029	12.743646758460171	-29.779701232910156
ENST00000450697	TDRD6	ENSG00000180113.16	23.33880043029785	4.588210105895996	-15.666053043152274	-3.079813082371717	1	1	-0.6712449977855328	12.586239960780556	-18.750590324401855
ENST00000396290	ID2	ENSG00000115738.10	287.0967483520508	346.67640075683596	59.22415130448222	71.51462261404433	4	5	0.20628638828001958	12.290471309562108	59.57965240478518
ENST00000423105	NIFK	ENSG00000155438.12	26.060509741306305	14.79566478729248	-27.535982204501245	-15.633353542616833	2	2	-1.0566171758665293	11.902628661884412	-11.264844954013824
ENST00000605096	MILR1	ENSG00000271605.7	21.07324981689453	7.492700099945068	-18.360885198352634	-6.528305200011631	2	1	-0.8712887360938805	11.832579998341004	-13.580549716949463
ENST00000591259	ZNF875	ENSG00000181666.19	19.392842203378677	54.8060671488444	6.416579955087281	18.133881985755234	4	3	0.33087362274155796	11.717302030667954	35.41322494546572
ENST00000494516	GATAD2A	ENSG00000167491.18	15.169299761454264	4.062549988428752	-15.94899615511492	-4.271363554305597	3	3	-1.0513996299052573	11.677632600809321	-11.106749773025513
ENST00000345009	SNCA	ENSG00000145335.17	284.7762031555176	90.13257598876953	-17.05713584646113	-5.398637862983024	4	4	-0.05989663341759688	11.658497983478107	-194.64362716674805
ENST00000392883	CD3G	ENSG00000160654.11	69.77725028991699	104.53450012207031	31.1847797824134	42.68775765237185	4	3	0.6434559365283381	11.50297786995845	34.75724983215332
ENST00000396705	TPI1	ENSG00000111669.15	125.01337623596191	140.28477382659912	93.90547967885584	105.37679546356448	4	4	0.7511634555138313	11.471315784708636	15.271397590637207
ENST00000548580	MYL6	ENSG00000092841.19	100.94490051269531	87.70474815368652	-86.59589371048548	-75.23778824336321	2	2	-0.8578530789635558	11.358105467122272	-13.240152359008789
ENST00000675875	PRPS1	ENSG00000147224.13	32.80902695655823	41.10527467727661	44.72972365807504	56.04029585023483	4	4	1.363335880619098	11.310572192159789	8.296247720718384
ENST00000547125	PRKAG1	ENSG00000181929.13	33.17546717325846	17.920833269755047	-24.06825631668234	-12.854770050456096	3	3	-0.7054506558734942	11.213486266226244	-15.254633903503414
ENST00000448876	MAP3K13	ENSG00000073803.14	29.401174545288086	44.845375537872314	21.258761659371725	32.42581852014597	4	4	0.7230582447182782	11.167056860774242	15.444200992584229
ENST00000652443	CC2D2A	ENSG00000048342.18	51.24375057220459	41.927674770355225	-60.67377489143371	-49.64332767082108	4	4	-1.1840229142857492	11.03044722061263	-9.316075801849365
ENST00000524583	FRG1	ENSG00000109536.13	105.15673446655273	84.15216700236003	-54.579000787261975	-43.67709982980205	3	3	-0.5190252537237352	10.901900957459922	-21.004567464192704
ENST00000542923	WASHC3	ENSG00000120860.11	19.685126225153606	6.9881352186203	-16.288193471780456	-5.782238688538665	3	2	-0.8274365775195001	10.50595478324179	-12.696991006533306
ENST00000587422	ZNF396	ENSG00000186496.12	80.14046478271484	75.16925144195557	-167.27746132596863	-156.9010310219188	3	4	-2.0873033589149834	10.37643030404982	-4.971213340759277
ENST00000542791	MRPS35	ENSG00000061794.13	22.150100708007812	4.795016686121623	-12.798719983598803	-2.5712919984097637	1	3	-0.4767557349657986	10.227427985189038	-17.35508402188619
ENST00000242719	RNF11	ENSG00000123091.5	60.697099685668945	43.608740997314456	-35.606803970803995	-25.582241987611145	4	5	-0.5866310607129559	10.02456198319285	-17.08835868835449
ENST00000566413	KCTD13	ENSG00000174943.11	6.195690155029297	27.720366795857746	2.8686209832208633	12.834603387748077	1	3	0.46300265369020843	9.965982404527214	21.52467664082845
ENST00000380842	POMP	ENSG00000132963.9	101.89947319030762	63.475300550460815	-26.281174575872747	-16.371090083136238	4	4	-0.2579127619903391	9.910084492736509	-38.4241726398468
ENST00000504688	KIAA1191	ENSG00000122203.15	64.97415065765381	50.55552577972412	-44.444667788121265	-34.581807155473086	4	4	-0.6840361488109085	9.862860632648179	-14.418624877929688
ENST00000568583	TRAPPC2L	ENSG00000167515.11	19.240170160929363	29.801799774169922	17.577089065495343	27.225792940562073	3	1	0.9135620380940701	9.64870387506673	10.561629613240559
ENST00000378667	UQCRQ	ENSG00000164405.11	86.32259877522786	43.975300788879395	-19.641874550248904	-10.00615544086822	3	2	-0.22754035245618165	9.635719109380684	-42.347297986348465
ENST00000613039	S100Z	ENSG00000171643.14	24.5262850522995	40.131099700927734	14.943206477542734	24.45080075205242	4	1	0.6092731306709538	9.507594274509685	15.604814648628235
ENST00000329099	RFLNB	ENSG00000183688.4	64.77550029754639	92.43440055847168	22.046388504974267	31.460115268514073	4	4	0.3403507252542109	9.413726763539806	27.658900260925293
ENST00000477431	TRAF3IP3	ENSG00000009790.15	24.16894992192586	17.91734004020691	-23.729375401851126	-14.3241785244248	3	4	-0.6985051327621186	9.405196877426325	-6.251609881718952
ENST00000542532	TAOK3	ENSG00000135090.14	17.840086936950684	7.312830050786336	-16.445034488932272	-7.0476295960597595	3	3	-0.921802373892643	9.397404892872512	-10.527256886164349
ENST00000446863	TBC1D5	ENSG00000131374.15	22.962900161743164	10.959216912587484	-17.838304536186392	-8.513465084456456	2	3	-0.7768315156421535	9.324839451729936	-12.00368324915568
ENST00000483260	LAMTOR5	ENSG00000134248.14	4.1846349239349365	16.168049812316895	3.255104335469373	12.576650053541394	2	2	0.7778705656856924	9.321545718072022	11.983414888381958
ENST00000581024	EPN2	ENSG00000072134.16	11.480400085449219	3.5349632501602173	-12.806110208014003	-3.488846724639403	2	3	-0.9046021937040848	9.3172634833746	-7.9454368352890015
ENST00000549447	TMEM119	ENSG00000183160.9	14.923449993133545	25.969966570536297	14.308012465430343	23.61857823906773	4	3	0.9587603718988322	9.310565773637387	11.046516577402752
ENST00000590619	DNMT1	ENSG00000130816.17	87.01920318603516	81.70632362365723	-151.68126238314755	-142.42049867346063	1	4	-1.7430780428875425	9.260763709686927	-5.31287956237793
ENST00000677907	NPM1	ENSG00000181163.14	44.05190086364746	35.89189910888672	-49.854941074416985	-40.62000685648295	2	1	-1.1317318911783514	9.234934217934033	-8.160001754760742
ENST00000423894	CMC1	ENSG00000187118.14	31.447769165039062	7.928869962692261	-12.198654178403228	-3.075624925660499	4	2	-0.38790205163311386	9.123029252742729	-23.5188992023468
ENST00000524074	PFDN1	ENSG00000113068.10	92.14777565002441	133.01172256469727	20.130717059842656	29.05790545353766	4	4	0.21846123704926698	8.927188393695005	40.86394691467285
ENST00000634690	EP300	ENSG00000100393.16	13.729599952697754	1.8072749972343445	-10.205756841262405	-1.3434192715456863	1	2	-0.7433397095635738	8.862337569716718	-11.92232495546341
ENST00000441143	BAZ2B	ENSG00000123636.20	14.819666703542074	8.28433245420456	-19.831812708635237	-11.08616900328705	3	4	-1.3382090910246451	8.745643705348186	-6.535334249337515
ENST00000503306	SMUG1	ENSG00000123415.16	24.573415279388428	6.401144981384277	-11.49130345224826	-2.9474674424998897	2	2	-0.4567277278453835	8.543836009748372	-18.17227029800415
ENST00000677369	G3BP1	ENSG00000145907.16	8.927579879760742	29.993499755859375	3.540813859978113	11.895877838691847	1	1	0.39661519781024984	8.355063978713734	21.065919876098633
ENST00000396974	C2orf88	ENSG00000187699.10	29.36663246154785	17.455599784851074	-24.141124495164565	-15.886671592000024	3	2	-0.6776057761073803	8.254452903164541	-11.911032676696777
ENST00000618165	SLC25A30	ENSG00000174032.17	1.5893499851226807	13.41100025177002	1.1033123541484382	9.309794820379695	1	1	0.6941909362167794	8.206482466231257	11.821650266647339
ENST00000462320	NFU1	ENSG00000169599.13	9.296975255012512	2.307694971561432	-10.905939083943665	-2.7070719340253007	2	2	-1.1730631506267237	8.198867149918364	-6.98928028345108
ENST00000590432	AP2B1	ENSG00000006125.18	132.50185012817383	68.11089706420898	-16.522755076752688	-8.493312879489746	2	2	-0.12469829712392415	8.029442197262942	-64.39095306396484
ENST00000424702	LSM8	ENSG00000128534.8	17.594963391621906	29.73587465286255	11.618411969009827	19.635371457510455	3	4	0.6603260098024472	8.016959488500628	12.140911261240642
ENST00000432084	CAPN10	ENSG00000142330.20	19.26650220155716	33.73734927177429	10.352218463457149	18.127650072940423	4	4	0.5373169636687068	7.775431609483274	14.470847070217133
ENST00000595048	ZNF814	ENSG00000204514.11	21.327800750732422	31.70212999979655	12.798591943699538	20.498284352645232	1	3	0.8008748502916792	7.699692408945694	10.374329249064129
ENST00000541064	NPC2	ENSG00000119655.11	147.42229843139648	167.67159748077393	55.54965115686551	63.17971465697717	4	4	0.3768063023567344	7.63006350011166	20.24929904937744
ENST00000521686	MSRA	ENSG00000175806.15	22.416699409484863	12.5270876288414	-17.245997252622026	-9.637552562218113	2	4	-0.7693370436740106	7.608444690403912	-9.889611780643463
ENST00000713542	SPI1	ENSG00000066336.13	10.784060080846151	5.05989670753479	-14.147148831050808	-6.637862850780967	3	3	-1.3118573825620583	7.5092859802698415	-5.724163373311361
ENST00000629346	CHD2	ENSG00000173575.24	10.332200050354004	1.3623299598693848	-8.36741188878061	-0.9014008846395629	1	2	-0.5715160138006757	7.4660110041410475	-8.96987009048462
ENST00000366839	SRP9	ENSG00000143742.14	1.9810899496078491	11.040602445602417	1.591050219996181	8.866913364253483	1	4	0.8031186167549457	7.275863144257302	9.059512495994568
ENST00000637318	EHMT1	ENSG00000181090.21	10.184399604797363	5.360619872808456	-15.315918760081338	-8.061625786652884	1	4	-1.5038607433340274	7.254292973428454	-4.823779731988907
ENST00000492782	IKZF1	ENSG00000185811.21	6.729979991912842	2.1684149503707886	-10.574173211235514	-3.407022800455055	2	2	-1.5712042567648183	7.16715041078046	-4.561565041542053
ENST00000515468	CCNI	ENSG00000118816.12	8.277250289916992	68.18589782714844	0.9865841730527704	8.127231298491102	1	1	0.11919226053301624	7.140647125438332	59.908647537231445
ENST00000254806	WBP2	ENSG00000132471.12	70.13072490692139	57.444801330566406	-39.31823525354713	-32.205972714615086	4	1	-0.5606420767178852	7.112262538932043	-12.68592357635498
ENST00000484477	RASSF4	ENSG00000107551.21	76.97429784138997	109.69669977823894	16.723992194971736	23.83349770446308	3	3	0.2172672263855202	7.1095055094913455	32.72240193684897
ENST00000522919	ASPH	ENSG00000198363.18	4.127779960632324	1.0785599946975708	-9.602224728834678	-2.508994072210747	1	1	-2.3262443299820994	7.0932306566239305	-3.0492199659347534
ENST00000420397	MARCHF7	ENSG00000136536.15	83.6772518157959	99.94394969940186	36.266830255282315	43.31703276739843	4	4	0.43341325710742523	7.050202512116115	16.266697883605957
ENST00000545267	HYDIN	ENSG00000157423.18	24.563950538635254	15.720070362091064	-19.520986579989238	-12.492749571865716	2	2	-0.794700614190123	7.028237008123522	-8.84388017654419
ENST00000485114	RABGAP1L	ENSG00000152061.24	13.081866582234701	8.12523333231608	-16.891187794248307	-10.092621563945492	3	3	-1.0781939187295155	6.798566230302814	-4.956633249918621
ENST00000523936	RPS20	ENSG00000008988.11	11.011799812316895	4.667023301124573	-11.699897198123901	-4.958652879189753	1	3	-1.0624872770604998	6.741244318934148	-6.344776511192322
ENST00000525428	CLNS1A	ENSG00000074201.9	18.958126068115234	14.946633338928223	-30.583094044245332	-24.111786756080978	3	3	-1.613191827840072	6.471307288164354	-4.011492729187012
ENST00000559760	KATNBL1	ENSG00000134152.11	4.12470006942749	9.468974828720093	4.894780285726679	11.236829475480981	2	2	1.1866996880590341	6.342049189754302	5.3442747592926025
ENST00000505477	MYL5	ENSG00000215375.7	12.801929950714111	5.007019996643066	-10.368908371975806	-4.055430061070326	2	1	-0.8099488445800637	6.31347831090548	-7.794909954071045
ENST00000570330	TXNDC17	ENSG00000129235.11	38.75199890136719	3.6918450593948364	-6.810121017412945	-0.6487900584434085	1	2	-0.17573599325150377	6.161330958969537	-35.06015384197235
