Transcript_ID_clean	mean_strict_contribution_AC	mean_strict_contribution_TOL	mean_TPM_AC	mean_TPM_TOL	Amyloid_Index_max	gene_name	gene_id	biotype	delta_strict_contribution_AC_minus_TOL	delta_TPM_AC_minus_TOL	log2FC_AC_minus_TOL	FDR	baseMean_counts
ENST00000260276	-7.8899199021166915	-8.463910329001024	14.381357	14.617801	-0.40896112470608	CFAP68	ENSG00000137720.8		0.5739904268843325	-0.23644352	-0.018396186828613104	0.9890508415241	156.54504
ENST00000261070	-9.37720460841077	-17.018497878415932	16.541851	30.02147	-0.5668776199383116	COX17	ENSG00000138495.7		7.641293270005162	-13.479618	-0.9602319478988646	0.8441799177490186	14.456211
ENST00000261203		0.5968828037429118		1.51708	0.3934418907765883	LIN7A	ENSG00000111052.8						
ENST00000261267	475.95351165500665	716.8890981663388	1345.8538	1919.77	0.39889919460335677	LYZ	ENSG00000090382.7		-240.9355865113322	-573.91626	0.1628857930501315	0.9541190466913838	11906.398
ENST00000261657	-1.4675748401168098	-2.394500233662134	1.3829299	2.2563934	-1.0612069169257885	CLEC16A	ENSG00000038532.17		0.9269253935453241	-0.8734635	-1.1788193066914874	0.8441799177490186	23.77829
ENST00000261749	-6.62496237469403	-6.0415783393726095	24.6741	29.617249	-0.19432246656210914	ZFAND6	ENSG00000086666.19		-0.5833840353214201	-4.9431477	-0.37142820358276385	0.960234562230922	62.960373
ENST00000261769		0.4691381093849648		1.90956	0.24567864741138185	CDH1	ENSG00000039068.20						
ENST00000261811	-115.7111433961354	-49.55976595370652	129.21548	55.34375	-0.8954898267591348	CYSTM1	ENSG00000120306.11		-66.15137744242888	73.871735	0.8320859750111893	0.8441799177490186	333.72726
ENST00000262061		3.258707291033623		6.79735	0.4794084937046807	COPZ1	ENSG00000111481.10				0.026220115025838542	0.9817789491109646	60.73468
ENST00000262651	-32.5881151425626	-17.780991051643653	21.878431	11.937488	-1.4895086804900892	HCK	ENSG00000101336.18		-14.807124090918947	9.940944	0.5993720213572189	0.8441799177490186	222.88843
ENST00000262866	-3.1430035956420834	-2.9825699181898067	68.92342	65.40525	-0.04560138424100645	SLA2	ENSG00000101082.14		-0.16043367745227677	3.5181732	0.097944084803264	0.9409177368788564	910.7914
ENST00000263095		1.3202376602930843		19.5399	0.06756624507015112	ZNF264	ENSG00000083844.11				-0.4670606931050614	0.8441799177490186	487.48132
ENST00000264474	-45.78126148907238	-32.454571973400206	154.00769	109.17685	-0.29726605460184075	CSTA	ENSG00000121552.4		-13.326689515672172	44.83084	1.0172637462615963	0.8441799177490186	604.17773
ENST00000264691		1.8288150858393448		4.29903	0.4254018137541946	F11	ENSG00000088926.15						
ENST00000266560		0.4840171827475601		1.08079	0.44783645624551305	RBP5	ENSG00000139194.8						
ENST00000266594		0.037746645725848814		1.11428	0.0338753690450206	ANP32D	ENSG00000139223.4						
ENST00000266735	-12.143306424088347	-9.42494105098676	28.592361	23.5758	-0.2980926136864285	SNRPF	ENSG00000139343.11		-2.7183653731015873	5.0165615	0.29889294703801506	0.9224205402858534	46.690006
ENST00000267017	0.8069330040275275	0.5576607473149664	9.44631	6.52822	0.08542309116742106	NPFF	ENSG00000139574.9		0.24927225671256115	2.9180899			
ENST00000268758		-9.894964531424593		7.65641	-1.2923764859262195	PIGS	ENSG00000087111.22				-1.6271579778593148	0.8441799177490186	67.81745
ENST00000269299	0.44264981646998525	0.3000849257537774	2.04911	1.38915	0.21602053103397895	ASGR1	ENSG00000141505.12		0.14256489071620787	0.6599599			
ENST00000269829		-8.972912279105245		8.69891	-1.0314984897140527	ZNF544	ENSG00000198131.15				-0.5338470776875814	0.8517910645602762	37.188118
ENST00000270142	0.10508573156980099	0.5628461150171896	55.94275	49.171364	0.011446623867691953	SOD1	ENSG00000142168.15		-0.4577603834473886	6.771385	1.0387262105941772	0.8735422706802926	76.60737
ENST00000271638		267.13300039172475		1084.81	0.24624863889814214	S100A11	ENSG00000163191.6				-0.11091609001159686	0.9526744325289443	952.1818
ENST00000271732		-8.973560928453459		11.0052	-0.8153927792019433	GOLPH3L	ENSG00000143457.11				-1.3476003487904866	0.8441799177490186	68.56033
ENST00000272091		1.259022934546333		20.5277	0.061332877454818316	SDE2	ENSG00000143751.10				-0.07435622215271032	0.9582354780737786	145.17764
ENST00000272348	17.576485863166152	14.121578229192133	75.40755	60.585125	0.2330865559023117	SNRPG	ENSG00000143977.14		3.4549076339740186	14.822422	0.42179091771443655	0.8441799177490186	148.13585
ENST00000272645	-4.714755278976601	-7.794664526872251	7.387745	12.213782	-0.6381859775131272	POLR2D	ENSG00000144231.11		3.0799092478956496	-4.8260374	-0.4672083218892409	0.8441799177490186	191.6841
ENST00000273480	-5.098198896739418	-5.589018255340298	14.871523	16.30325	-0.34281620606769325	RNF7	ENSG00000114125.14		0.4908193586008798	-1.4317265	0.26499166488647496	0.8518074526091012	225.0449
ENST00000274071	-0.26494885961195674		2.59417		-0.10213241617120719	PDGFC	ENSG00000145431.11						
ENST00000274507	-0.368364446566954	-0.32907661665252586	5.4786096	4.89429	-0.06723684510784493	LECT2	ENSG00000145826.9		-0.03928782991442814	0.5843196	0.15628247261047368	0.9578244361711761	10.097138
ENST00000274606	1.8272065140881777	2.7614271542172895	11.491489	17.3669	0.15900518423901117	NHP2	ENSG00000145912.10		-0.9342206401291118	-5.87541	0.18412423928578692	0.9567403583348422	38.040817
ENST00000274629		7.323284519393791		9.83195	0.7448455677255135	KCNMB1	ENSG00000145936.9				-0.5865974148114521	0.8510774965694706	130.76671
ENST00000277415		0.23563949046091573		2.9548302	0.07974722604779545	OLFM1	ENSG00000130558.20						
ENST00000280756	-0.28312921025982957	-0.4373559218322129	1.522795	2.352295	-0.1859273285347514	TMEM263	ENSG00000151135.10		0.15422671157238332	-0.82949996	-0.6837451855341594	0.8441799177490186	18.88549
ENST00000281932	-4.257574406586975	-4.9163760295512695	3.1168067	3.59909	-1.3660053115370943	GPATCH11	ENSG00000152133.17		0.6588016229642948	-0.48228335	0.3229037125905354	0.9482429521289745	19.491272
ENST00000281950	-1.0904282533646497	-1.2099596536833885	21.417274	23.765009	-0.050913492967208075	GEMIN6	ENSG00000152147.11		0.11953140031873888	-2.3477345	-0.7050307591756182	0.8510774965694706	317.00827
ENST00000282574		0.8852265925145689		6.54722	0.13520647868915583	TIA1	ENSG00000116001.17						
ENST00000283172	-2.1120321152013517	-2.5352870523568463	3.4896066	3.8754635	-0.6052350152517973	RASSF3	ENSG00000153179.14		0.42325493715549456	-0.38585687	-0.09065057436625179	0.9752584531564624	10.703715
ENST00000284240	1.547842087289782		2.58382		0.5990518010656947	THY1	ENSG00000154096.14				-0.7966456095377601	0.8441799177490186	33.64783
ENST00000284384	0.5294800430163373	0.28244461357337325	2.3722734	1.26546	0.22319520994106962	PRKCA	ENSG00000154229.12		0.24703542944296408	1.1068134	-0.8006264279286068	0.8441799177490186	24.244127
ENST00000288607	5.759877604141323	8.212921585405024	4.545385	6.4811945	1.2671924767112965	PSMG3	ENSG00000157778.9		-2.4530439812637006	-1.9358096	-0.3981102536122001	0.8567653162481068	23.823822
ENST00000289902		373.7866537946878		217.904	1.7153730168290118	FCER1G	ENSG00000158869.11				0.19063768386840785	0.9126352965647616	403.3579
ENST00000290855		37.48674865437067		63.1744	0.5933851126215202	CLEC2D	ENSG00000069493.15				0.0568989117940264	0.9572864152241733	1258.3502
ENST00000291295		-30.020427673597368		20.8776	-1.4379252443623756	CALM3	ENSG00000160014.17				-1.0168436129887897	0.8441799177490186	119.9096
ENST00000291458	0.720770483341499	0.5426210156377349	11.6803	8.793335	0.06170821795832841	MIX23	ENSG00000160124.9		0.17814946770376405	2.8869648			
ENST00000291568	0.07616406085665696	0.1838698689700901	38.4272	92.76822	0.001982035094085677	CSTB	ENSG00000160213.10		-0.10770580811343315	-54.34102	-0.4843907753626504	0.9224205402858534	130.11452
ENST00000291700		-10.769485964110586		13.08921	-0.8227758690387843	S100B	ENSG00000160307.10				-0.666906726360321	0.8743919041227255	13.0
ENST00000292211		-2.3581543680312236		55.514	-0.042478552628596546	UBE2Q1	ENSG00000160714.10				-0.006117757161457682	0.9954048567030573	614.63635
ENST00000293471		-0.7678403636586447		1.79134	-0.42864021707477173	ZNF613	ENSG00000176024.18				-0.16776539882024122	0.9679990539581712	24.826876
ENST00000293968	-0.6956470260090221	-0.3853429544223164	3.2413933	1.79552	-0.21461357466416642	CCNF	ENSG00000162063.13		-0.31030407158670564	1.4458734	1.1111439973115922	0.8441799177490186	27.065374
ENST00000294742		-22.837821781494796		117.104	-0.19502171153495027	ARPC5	ENSG00000162704.16				-0.28239564100901315	0.9216117623513721	473.57266
ENST00000295211	-0.019340972196812974	-0.028829219005697466	2.85279	4.252305	-0.006779668816072437	SERPINB8	ENSG00000166401.15		0.009488246808884493	-1.3995149	-0.7941582262516023	0.8441799177490186	6.5975237
ENST00000296092	-0.546477936041401	-1.00015390161784	1.15282	2.10987	-0.47403579071732543	ZNF35	ENSG00000169981.11		0.45367596557643897	-0.95704997			
ENST00000296288	0.4899606945447562	0.8016713805263511	1.21513	1.9881899	0.4032166978304659	BAP1	ENSG00000163930.10		-0.3117106859815949	-0.77305996			
ENST00000296370	30.021917794565255	11.189944949882959	362.707	135.19028	0.08277181871232371	S100P	ENSG00000163993.7		18.831972844682298	227.51672	0.9644844849904377	0.8441799177490186	351.27274
ENST00000296506	15.543629001650169	17.507260721228853	15.306933	17.240662	1.0154633142517955	SCRG1	ENSG00000164106.8		-1.963631719578684	-1.9337282	0.06230572064717599	0.9603804194647707	295.90402
ENST00000298173		1.2907462578920528		7.71202	0.16736811772052854	GTF2A1	ENSG00000165417.12						
ENST00000299299	2.0002538226548428	1.3857167720071928	8.07085	5.591246	0.24783681885681377	PCBD1	ENSG00000166228.9		0.61453705064765	2.4796042	0.3172566056251527	0.8958385871267074	16.181818
ENST00000299705	3.295330289630273	3.6837925715139397	5.60269	6.26315	0.5881692830237102	TMED3	ENSG00000166557.14		-0.3884622818836667	-0.66046	-0.8814766685167947	0.8441799177490186	18.545454
ENST00000300811		-457.9446118030787		177.656	-2.577704083731165	ZNF428	ENSG00000131116.12				0.17069834073384538	0.8626571123071425	629.32025
ENST00000300873	4.29662383230548	3.4834871481053375	8.78377	7.12144	0.48915488728385165	GNG8	ENSG00000167414.5		0.8131366842001424	1.6623297			
ENST00000301202	-0.2703186642939184	-0.15227244973995943	1.62844	1.75802	-0.08661587808054494	LAIR2	ENSG00000167618.10		-0.11804621455395894	-0.12958002			
ENST00000302312	-106.54596158438163	-25.185841774965887	314.38428	74.31564	-0.3389036148648012	AHSP	ENSG00000169877.10		-81.36011980941575	240.06863	0.959925087292989	0.8449517840988582	203.98174
ENST00000302316	-0.6935855936983975	-0.7477748822306758	2.27064	2.448043	-0.30545819193381807	CCDC7	ENSG00000216937.14		0.054189288532278335	-0.17740321	-0.017056941986083984	0.9968756595758278	17.617315
ENST00000302362	-9.724558751658384	-6.612546700617637	4.64574	3.15903	-2.0932206746338413	COPRS	ENSG00000172301.11		-3.1120120510407467	1.4867101	-0.3369139075279235	0.8626571123071425	10.818182
ENST00000303142	-2.705390333846985	-1.7791325365231176	3.1059568	2.042555	-0.8710328518782117	SHLD1	ENSG00000171984.15		-0.9262577973238675	1.0634017	-0.2371676524480184	0.9224205402858534	7.220495
ENST00000304191	-24.988964688986826	-31.39816623332843	17.717197	21.731133	-1.4104355276472067	RAMAC	ENSG00000169612.4		6.409201544341602	-4.013935	-0.18949328263600673	0.9004514682054968	109.544586
ENST00000304625	20.79308175614967	13.825763763192713	37.132175	24.689976	0.5599747866551306	RNASE2	ENSG00000169385.3		6.967317992956959	12.4422	1.3235297838846845	0.8441799177490186	121.09091
ENST00000304716	-0.31038731905559097		1.00964		-0.3074237606406588	AAMDC	ENSG00000087884.16						
ENST00000304786	2.1041852691966993		9.95397		0.2113915632270733	SRP9	ENSG00000143742.14						
ENST00000304834	-25.798003122666294	-15.408829496663246	27.9095	16.67	-0.9243448965891619	JPT1	ENSG00000189159.16		-10.389173626003048	11.2395	-0.8118424574534098	0.8750581712615487	89.48331
ENST00000307403	-4.978637167797631	-3.8244516743044756	3.15788	2.3598301	-1.5535114858530386	RBM33	ENSG00000184863.11		-1.1541854934931552	0.7980499	-0.6803942203521727	0.8758627769227518	38.366703
ENST00000308064		-1.892984771341513		1.29554	-1.461155045484793	CHST1	ENSG00000175264.8				-0.14715714951356262	0.9522792248818417	23.306084
ENST00000308774		-0.3787161023737227		1.82635	-0.2073622842455119	TRMT112	ENSG00000173113.7						
ENST00000309579	1.8597782670702176		104.743		0.01775563363910453	ATP5MK	ENSG00000173915.16				0.0058202862739564765	0.9993315890679604	80.825485
ENST00000310128	28.33153693759	34.33960014114454	59.9953	72.71807	0.47222927503351164	KCNE3	ENSG00000175538.11		-6.0080632035545385	-12.722771	-0.3068731784820553	0.8441799177490186	1147.0483
ENST00000310624	-0.9939332385781563	-1.3926551374420086	1.39148	1.94968	-0.7142993508378294	NEFH	ENSG00000100285.10		0.39872189886385234	-0.5582	-0.8669300397237142	0.8441799177490186	12.818182
ENST00000310865		0.4950046519679299		1.6901	0.2928848383311089	NEURL3	ENSG00000163121.10						
ENST00000311052	-2.270242246183716	-1.2230445752568162	16.060461	8.65223	-0.14135599203506835	CARHSP1	ENSG00000153048.11		-1.0471976709269	7.408231	-0.15934244330661995	0.9673312010867366	120.92293
ENST00000311534	-78.84617307494446	-22.574667683707155	66.9672	21.243828	0.5753544137398926	ISCA1	ENSG00000135070.15		-56.271505391237305	45.723373	1.1278040051460265	0.8459610969579454	115.53661
ENST00000311672	-167.02434827182074	-87.97281992787464	90.83943	46.98882	-1.8161426049719036	UQCRH	ENSG00000173660.12		-79.0515283439461	43.850613	1.0246148109436035	0.8441799177490186	142.48955
ENST00000312635		-1.1623310679214194		2.816	-0.412759614424585	USP15	ENSG00000135655.16				-1.1295264800389608	0.8441799177490186	65.13348
ENST00000312655	-0.0794015046258291	-0.09164543799042149	5.2947803	6.11125	-0.014996185581434184	YPEL2	ENSG00000175155.11		0.012243933364592396	-0.81646967	-0.191665347417195	0.8922381476701576	154.80519
ENST00000313899	-19.704646680277012	-28.96362255853777	50.077904	73.6089	-0.39347988871476036	HNRNPD	ENSG00000138668.20		9.25897587826076	-23.530998	-0.4371084531148268	0.8441799177490186	780.4434
ENST00000314282	0.6449659128431706	0.9996903472242907	7.469135	11.57708	0.08635081897854428	MRPL48	ENSG00000175581.14		-0.3547244343811201	-4.107945	-1.3568935324748357	0.8441799177490186	79.47163
ENST00000314355	-1.0754446077456148	-0.6240991109363192	2.633835	1.52846	-0.40831889641001756	CKS2	ENSG00000123975.5		-0.4513454968092956	1.105375			
ENST00000314397	-11.670259936484388	-32.01547071724153	9.300873	25.51544	-1.2547489180403757	NHP2	ENSG00000145912.10		20.34521078075714	-16.214567	0.5286509156227113	0.8875155061065808	15.421936
ENST00000314523	-6.643732491750793	-29.722338619051992	10.8097	48.3598	-0.6146084058066597	SUMO2	ENSG00000188612.12		23.0786061273012	-37.5501			
ENST00000314534		-2.61741703801873		1.632865	-1.6029598400828289	IQCF1	ENSG00000173389.16						
ENST00000315571	-0.027054286322544793		1.27399		-0.021235869652098893	LDLRAD3	ENSG00000179241.13						
ENST00000315901	0.23027959025112196	0.20550586531369266	9.3175	8.315113	0.024714739517960126	RBP7	ENSG00000162444.12		0.024773724937429298	1.002387	0.26769990921020503	0.9379460471433974	20.427107
ENST00000316519		-1.8631438995800205		2.48397	-0.7500670114612268	AACS	ENSG00000081760.17				-1.9771059910456341	0.8441799177490186	25.355284
ENST00000316634	-15.997929218165208	-19.505634039043798	14.20788	17.2187	-1.090739911662585	SNAPC5	ENSG00000174446.13		3.5077048208785904	-3.0108204	0.26519219080607126	0.8662038825212386	103.30239
ENST00000317593	1.342868446386242	3.5222870746262656	2.20405	5.78113	0.6092731306709538	S100Z	ENSG00000171643.14		-2.1794186282400236	-3.5770798	-1.3845346132914227	0.8441799177490186	23.864534
ENST00000318160		-0.1273211376418557		5.19036	-0.024530309254564408	GREM2	ENSG00000180875.5				-1.6510514259338378	0.8441799177490186	38.236187
ENST00000318779	-1.20322155742694	-0.7141035633300324	4.0482697	2.40262	-0.29721869777420035	FOXP1	ENSG00000114861.24		-0.4891179940969076	1.6456497	0.17011977235476183	0.9302835954037423	7.629552
ENST00000318787	-7.961993558695352	-8.224503220305264	14.96846	15.461975	-0.5319180308582367	HDDC2	ENSG00000111906.18		0.2625096616099123	-0.493515	-0.7767922242482506	0.8441799177490186	69.649605
ENST00000321777	-67.75630954603898	-27.12586383467663	27.783825	11.1231	-2.4386963301583244	RBIS	ENSG00000176731.12		-40.63044571136235	16.660725	1.0505788107713063	0.8441799177490186	20.735422
ENST00000322354		-2.6231306687214615		4.92245	-0.5328912703545952	SERTAD3	ENSG00000167565.13						
ENST00000324453		-7.064538060906972		5.33188	-1.3249618957833567	MTURN	ENSG00000180354.16				-2.7649800777435303	0.8441799177490186	30.770056
ENST00000324489	-18.991755468752622	-18.88284482678306	14.363757	14.281387	-1.3221996737625692	MTURN	ENSG00000180354.16		-0.1089106419695618	0.082369804	1.5134867827097578	0.8441799177490186	367.15085
ENST00000324501	2.8184938636838743	2.7520757260172193	3.4080334	3.3277223	0.8270147781646061	PSEN1	ENSG00000080815.20		0.06641813766665505	0.08031106	-1.2757931043432715	0.8441799177490186	89.04013
ENST00000324696	0.4334472284796626		1.26625		0.34230777775550686	ASCC3	ENSG00000112249.14						
ENST00000324953	22.920205582215452		25.4162		0.9017951152034864	CD164	ENSG00000135535.17				4.851743143051863	0.8441799177490186	273.15128
ENST00000325881	-11.054277265611935	-13.418271292215753	32.770824	39.778976	-0.3373206898586536	SNX22	ENSG00000157734.14		2.3639940266038177	-7.008152	-0.19835743904113734	0.8787194913011676	570.5915
ENST00000325960		1.1879691007957678		2.29518	0.5175929810241069	CLEC2D	ENSG00000069493.15						
ENST00000326005	0.847185752991953	0.8971861203951372	9.539144	10.102138	0.08881151391526033	OAZ2	ENSG00000180304.14		-0.050000367403184254	-0.562994	-1.2646846652030943	0.8441799177490186	74.3319
ENST00000326044	-0.7295372601886841		1.0638		-0.6857842411677353	ZNF561	ENSG00000171469.11						
ENST00000326669	-5.503136370775867	-0.5423410986702374	38.7145	3.8153632	-0.14214664557321594	SUMO4	ENSG00000177688.7		-4.96079527210563	34.899136	0.3480720559755961	0.9222856578505142	30.599459
ENST00000327812	1.5106539061680604	2.075529682616359	1.606125	2.2067	0.9405581189876372	DOLPP1	ENSG00000167130.18		-0.5648757764482986	-0.6005751	0.5822022914886475	0.8441799177490186	11.727273
ENST00000328705		0.09658787312747258		1.1263367	0.7116583905423117	CAPS2	ENSG00000180881.21						
ENST00000328848	-20.37233307799934	-16.291933973353228	16.755924	13.39986	-1.215828636180477	NOP10	ENSG00000182117.7		-4.080399104646112	3.3560638	0.5391680896282196	0.8766640622896165	16.563343
ENST00000329099	22.046388504974267	31.460115268514073	64.7755	92.4344	0.3403507252542109	RFLNB	ENSG00000183688.4		-9.413726763539806	-27.658905	-0.19031267166137766	0.8881527349707933	1593.1515
ENST00000329559	5.713853892817584	1.4131630879869626	19.541267	4.83299	0.292399339724176	NDUFB1	ENSG00000183648.11		4.300690804830621	14.708277	0.4513854861259461	0.8767786322283225	26.295843
ENST00000330137	-0.014208743042241272	-0.026638858291127304	4.7122726	8.83467	-0.0030152635117787875	SKA2	ENSG00000182628.13		0.012430115248886032	-4.1223974	0.21362409591674814	0.8984493810872288	101.78984
ENST00000330386	-1.002039443331005	-2.0057270816606527	2.2616448	4.52701	-0.4430578014220187	EP400	ENSG00000183495.15		1.0036876383296478	-2.2653651	-0.6665144642194112	0.8441799177490186	28.083967
ENST00000330978	8.827284230501185	6.471955844480676	35.8166	26.259884	0.24645790034350473	BOLA2	ENSG00000183336.9		2.355328386020509	9.556717	-0.4238484621047973	0.8994973902474476	6.4685273
